file_id	author	title	volume	birth	death
hcaeventyr02val_workid63421	 Hans Christian Andersen	Sneedronningen. et eventyr i syv historier.	Eventyr II	1805	1875
aakjaer01val_workid60126	 Jeppe Aakjær	Lykønskning	SAMLEDE VÆRKER I	1866	1930
stuckenberg02_workid55503	 Viggo Stuckenberg	Serenade	SAMLEDE VÆRKER	1863	1905
aarestrup07val_workid72539	 Emil Aarestrup	I ruinerne (dk)	Udvalgte digte	1800	1856
brorson01_workid131079	 Hans Adolph Brorson	Jesus hand er syndres ven,	Samlede skrifter	1694	1764
goldschmidt02t_workid66262	 Meir Aron Goldschmidt	En coopersk roman	Noveller og andre fortællinger	1819	1887
hertz10_lev_workid63226	 Henrik Hertz	Ligevægten	Blandede Digte	1798	1870
hjort_16_workid54088	 Knud Hjortø	En politiker	UNDER DET SVINDENDE LYS	1869	1931
grundtvig11val_workid146049	 N.F.S. Grundtvig	Korsets hvide seiers-fane	SAMLET UDGAVE	1783	1872
rode_04_workid55841	 Helge Rode	Min lille dreng	ARIEL. EN DIGTSAMLING	1870	1937
kingo01val_workid90109	 Thomas Kingo	Gravskrift over christen schøller 1698	Samlede Skrifter 1	1634	1703
munp1_workid73732	 Gustaf Munch-Petersen	Til apostelen søren	samlede skrifter I	1912	1938
richardt03_workid83892	 Christian Richardt	Ved stranden	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
brandesed_07_workid54089	 Edvard Brandes	Lægemidler	LÆGEMIDLER SKUESPIL I TRE AKTER	1847	1931
aarestrup07val_workid55439	 Emil Aarestrup	Sidskensang (dk)	Udvalgte digte	1800	1856
juelh02val_workid58948	 Erna Juel-Hansen	Meërah	SEX NOVELLER	1845	1922
wesselhhl_workid73295	 Johan Herman Wessel	Tycho brahes dag	Samlede Digte	1742	1785
hertz10_lev_workid57067	 Henrik Hertz	Tvungen latter	Blandede Digte	1798	1870
michs_05_workid59833	 Sophus Michaëlis	Forglemmigej	LIVETS FEST	1865	1932
moeller01val_workid61364	 Poul Martin Møller	Brudstykke af et dramatisk digt	SKRIFTER I UDVALG	1794	1838
stuckenberg02_workid62314	 Viggo Stuckenberg	Sig transit	SAMLEDE VÆRKER	1863	1905
kingo01val_workid99282	 Thomas Kingo	Fødselsdagsønske til ole borch (i susanne worms navn) 1689	Samlede Skrifter 1	1634	1703
munp2_workid54164	 Gustaf Munch-Petersen	At the bottom	samlede skrifter II	1912	1938
blich07_workid85960	 Steen Steensen Blicher	En røst, men ikke i ørken	Udvalgte Værker	1782	1848
grundtvig11val_workid71731	 N.F.S. Grundtvig	Tvang til tro er snak i taaget	SAMLET UDGAVE	1783	1872
topsoe01_workid75966	 Vilhelm Topsøe	Andræ	UDVALGTE SKRIFTER FØRSTE BIND	1840	1881
richardt02_workid89467	 Christian Richardt	Paulus i cæsarea.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
aare02val_workid55827	 Emil Aarestrup	O hulde drømme! smigrende og søde	Samlede Skrifter II	1800	1856
grundtvig11val_workid146829	 N.F.S. Grundtvig	Seierrig opstanden	SAMLET UDGAVE	1783	1872
larsenk_16_workid54099	 Karl Larsen	Stuk (danske klassikere)	LEVENDE MUSIK MEKANISK MUSIK	1860	1931
holb11val_workid62792	 Ludvig Holberg	Epistola 156	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
aare02val_workid60616	 Emil Aarestrup	Øhlenschlæger.	Samlede Skrifter II	1800	1856
wied02val_workid57305	 Gustav Wied	Endelig	Romaner Noveller Skuespil 2	1858	1914
grundtvig11val_workid127589	 N.F.S. Grundtvig	Gienlyd, du ny jerusalem	SAMLET UDGAVE	1783	1872
heibfr07val_nodecls_139968711799472	 Johanne Luise Heiberg		ET LIV GJENOPLEVET I ERINDRINGEN	1812	1890
munp1_workid59193	 Gustaf Munch-Petersen	Prosa	samlede skrifter I	1912	1938
wintherchr01val_workid76223	 Christian Winther	En fortabt	Poetiske Skrifter 1	1796	1876
brorson01_workid74716	 Hans Adolph Brorson	Ohiertets renselse!	Samlede skrifter	1694	1764
aare04val_workid60572	 Emil Aarestrup	Til frøken warenka rosenkrantz.	Samlede Skrifter IV	1800	1856
boedtcher01_workid67503	 Ludvig Bødtcher	Gjenkomst til nemi	SAMLEDE DIGTE	1793	1874
richardt02_workid92948	 Christian Richardt	I bergen.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
wintherchr01val_workid100616	 Christian Winther	Han glemmer dig ei!	Poetiske Skrifter 1	1796	1876
grundtvig12val_workid100325	 N.F.S. Grundtvig	Sankt peder, han ligger i bolt og jern	SAMLET UDGAVE	1783	1872
rode_01_workid58476	 Helge Rode	Mit ubetydelige levnets løb	HVIDE BLOMSTER	1870	1937
claussen09val_workid72949	 Sophus Claussen	Digtersfinxen	Lyrik VII	1865	1931
munp2_workid60561	 Gustaf Munch-Petersen	Hymn	samlede skrifter II	1912	1938
kingo04val_workid79202	 Thomas Kingo	I hvo som rolig leve vil	Samlede Skrifter 4	1634	1703
ewald05val_workid94884	 Johannes Ewald	Poenitenten. en ode (1780)	Samlede skrifter	1743	1781
claussen11val_workid57361	 Sophus Claussen	Høstmorgnens klamme taageslør . . .	Lyrik IX:1	1865	1931
kingo09val_workid87144	 Thomas Kingo	Hav tak, ô gud, vor skabermand (dk)	Digtning i udvalg	1634	1703
plough01_workid87933	 Carl Ploug	Stormen paa kjøbenhavn	SAMLEDE DIGTE	1813	1894
palladius01val_workid98759	 Peter Palladius	En vnderuisning for enfoldighe sogneprester om lønlighe scrifftemaal att giørre. (u. a.)	Danske Skrifter	1503	1560
heibergpa01val_workid127189	 Peter Andreas Heiberg	Epigram	Udvalgte Skrifter	1758	1841
andersen03val_workid54101	 Hans Christian Andersen	Improvisatoren	Improvisatoren	1805	1875
claussen03val_workid60030	 Sophus Claussen	Hvorfor mon?	Lyrik I	1865	1931
sthen01val_workid58231	 Hans Christensen Sthen	En almindelig tacksigelse effter christi nadere	Skrifter I En liden Vandrebog	1544	1610
aare02val_workid59075	 Emil Aarestrup	Min kjære ven ballin	Samlede Skrifter II	1800	1856
bording01val_workid103698	 Anders Bording	Hvor langsom natten gaar, mand sig igjen dog fryder	Digte	1619	1677
brandesed_09_workid54088	 Edvard Brandes	En politiker	GYNGENDE GRUND SKUESPIL	1847	1931
wintherchr03val_workid75313	 Christian Winther	I et romersk osterie	Poetiske Skrifter 3	1796	1876
goldschmidt03_workid54308	 Meir Aron Goldschmidt	Hjemløs. en fortælling i	Hjemløs I	1819	1887
aare02val_workid66066	 Emil Aarestrup	Vor glæde tager da sin flugt	Samlede Skrifter II	1800	1856
palladius02val_nodecls_139771562138672	 Peter Palladius		Danske Skrifter	1503	1560
aare02val_workid70378	 Emil Aarestrup	Paa en skraaning imod skoven	Samlede Skrifter II	1800	1856
rode_04_workid58398	 Helge Rode	Vaaren og træet	ARIEL. EN DIGTSAMLING	1870	1937
ewald05val_workid55795	 Johannes Ewald	Cereris og thetidis strid. en prologue (1774)	Samlede skrifter	1743	1781
boedtcher01_workid55808	 Ludvig Bødtcher	Den fromme clara	SAMLEDE DIGTE	1793	1874
munp1_workid73187	 Gustaf Munch-Petersen	Hvad tidselen oplevede	samlede skrifter I	1912	1938
drachmann01_workid68160	 Holger Drachmann	Da bygen kom op	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
jacob04val_workid63795	 J.P. Jacobsen	En arabesk. [en arabesk.]	Samlede Værker IV	1847	1885
claussen11val_workid78669	 Sophus Claussen	Et billed paa min væg, en engel i min stue	Lyrik IX:1	1865	1931
munp2_workid64536	 Gustaf Munch-Petersen	Jag önskar mig	samlede skrifter II	1912	1938
aare02val_workid63982	 Emil Aarestrup	Hemisphærerne.	Samlede Skrifter II	1800	1856
kaalund01_workid63161	 H. V. Kaalund	Kejseren og den fattige kone.	SAMLEDE DIGTE	1818	1885
grundtvig11val_workid139357	 N.F.S. Grundtvig	I døden jesus blunded'	SAMLET UDGAVE	1783	1872
claussen08val_workid63534	 Sophus Claussen	Kanalbillede	Lyrik VI	1865	1931
wintherchr02val_workid71782	 Christian Winther	Den vandrende sanger	Poetiske Skrifter 2	1796	1876
richardt01_workid72548	 Christian Richardt	Virtuos og publikum.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
hcaeventyr01val_workid57967	 Hans Christian Andersen	Eventyr, fortalte for børn. første samling. første hefte. 1885.	Eventyr I	1805	1875
stuckenberg02_workid68322	 Viggo Stuckenberg	Retfærdighed	SAMLEDE VÆRKER	1863	1905
worm01val_workid111943	 Jacob Worms	Dend fattiges klage over gierrigheds plage	SKRIFTER	1642	1693
heibergpa01val_workid121704	 Peter Andreas Heiberg	Den pæne mand	Udvalgte Skrifter	1758	1841
grundtvig11val_workid138147	 N.F.S. Grundtvig	Hvor er nu de gamle stier	SAMLET UDGAVE	1783	1872
grundtvig11val_workid74437	 N.F.S. Grundtvig	Sygdommen	SAMLET UDGAVE	1783	1872
claussen08val_workid56845	 Sophus Claussen	Søndag i skoven	Lyrik VI	1865	1931
brorson01_workid139388	 Hans Adolph Brorson	Forsøger eder selv, om i i troen ere,	Samlede skrifter	1694	1764
blich06_workid63134	 Steen Steensen Blicher	Jagtens historie, i kort begreb	Udvalgte Værker	1782	1848
aare02val_workid60599	 Emil Aarestrup	Hauchs helte.	Samlede Skrifter II	1800	1856
wesselhhl_workid85772	 Johan Herman Wessel	Impromptu over en besværlig hestepranger	Samlede Digte	1742	1785
michs_09_workid54098	 Sophus Michaëlis	Hellener og barbar	HELLENER OG BARBAR	1865	1932
brorson02val_workid146969	 Hans Adolph Brorson	I christo har jeg livet	Samlede skrifter	1694	1764
claussen05val_workid59763	 Sophus Claussen	Et rimbrev	Lyrik III	1865	1931
aare04val_workid66862	 Emil Aarestrup	Min elskte viv	Samlede Skrifter IV	1800	1856
palladius04val_workid84077	 Peter Palladius	Menniske vilt du mig høre	Danske Skrifter	1503	1560
grundtvig03val_workid132333	 N.F.S. Grundtvig	Til bernhard ingemann	UDVALGTE SKRIFTER	1783	1872
blich06_workid63874	 Steen Steensen Blicher	Vildtets naturhistorie. haren	Udvalgte Værker	1782	1848
aare02val_workid62069	 Emil Aarestrup	Resignation.	Samlede Skrifter II	1800	1856
kingo04val_workid78599	 Thomas Kingo	O egtestand, du høylyksalig est	Samlede Skrifter 4	1634	1703
aare04val_workid58343	 Emil Aarestrup	Sang	Samlede Skrifter IV	1800	1856
claussen05val_workid56182	 Sophus Claussen	Poeten og naboersken	Lyrik III	1865	1931
claussen09val_workid69002	 Sophus Claussen	Pløjeland	Lyrik VII	1865	1931
blich06_workid93941	 Steen Steensen Blicher	Saa er et aar da atter gjemt	Udvalgte Værker	1782	1848
munp1_workid65153	 Gustaf Munch-Petersen	Elisabet	samlede skrifter I	1912	1938
grundtvig11val_workid94824	 N.F.S. Grundtvig	Christi kirkes alderdom	SAMLET UDGAVE	1783	1872
aakjaer01val_workid82882	 Jeppe Aakjær	Store jon	SAMLEDE VÆRKER I	1866	1930
aarestrup07val_workid62622	 Emil Aarestrup	Til nanna (dk)	Udvalgte digte	1800	1856
claussen03val_workid63104	 Sophus Claussen	Dine kys er imod dig	Lyrik I	1865	1931
hcaeventyr03val_workid78885	 Hans Christian Andersen	Pen og blækhuus	Eventyr III	1805	1875
bording01val_workid73305	 Anders Bording	Saa tilig som vi faaer henkast vor børne-leege	Digte	1619	1677
nansen03ny_workid68371	 Peter Nansen	Onkel johannes	SAMLEDE SKRIFTER III	1861	1918
richardt02_workid56425	 Christian Richardt	Pigen ved brønden.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
bording01val_workid101808	 Anders Bording	Som guld er purt, och løfven sterk	Digte	1619	1677
brorson02val_workid64711	 Hans Adolph Brorson	I morgen skal mit bryllup staae	Samlede skrifter	1694	1764
claussen11val_workid71243	 Sophus Claussen	Ankomst til siena	Lyrik IX:1	1865	1931
wied05val_workid123588	 Gustav Wied	Hvo er denne fyrste-datter	ROMANER NOVELLER SKUESPIL	1858	1914
oehl01val_workid68133	 Adam Oehlenschläger	Til min læser, af 'digtninger, første deel', 1811	POETISKE SKRIFTER I	1779	1850
ewald02dkval_workid69424	 Johannes Ewald	Vers (dk)	Udvalgte digte	1743	1781
worm01val_workid112681	 Jacob Worms	Rictig copie af testificationen for hanen j kiøbmands anno	SKRIFTER	1642	1693
claussen03val_workid65336	 Sophus Claussen	Nymennesker et brev	Lyrik I	1865	1931
grundtvig11val_workid63070	 N.F.S. Grundtvig	Tusind aar stod christi kirke	SAMLET UDGAVE	1783	1872
claussen05val_workid64661	 Sophus Claussen	Havnestad	Lyrik III	1865	1931
rode_02_workid61142	 Helge Rode	Kommer og gaar	DIGTE	1870	1937
kingo01val_workid93972	 Thomas Kingo	Indskrift paa kalk og disk i slangerup kirke 1672	Samlede Skrifter 1	1634	1703
brorson02val_workid72752	 Hans Adolph Brorson	Min jesus hand er min begyndelse og ende	Samlede skrifter	1694	1764
aarestrup07val_workid80662	 Emil Aarestrup	Drankeren barthold (dk)	Udvalgte digte	1800	1856
brorson02val_workid77927	 Hans Adolph Brorson	Eet er nødigt, dette ene	Samlede skrifter	1694	1764
claussen07val_workid61062	 Sophus Claussen	Ærens mareridt	Lyrik V	1865	1931
brorson01_workid89923	 Hans Adolph Brorson	Lader os vor herre prise,	Samlede skrifter	1694	1764
brorson01_workid120146	 Hans Adolph Brorson	Min hiertens jesu, søde lyst	Samlede skrifter	1694	1764
grundtvig11val_workid86418	 N.F.S. Grundtvig	Fader, søn og hellig-aand	SAMLET UDGAVE	1783	1872
staffeldt01val_workid89936	 Schack von Staffeldt	Til sephir. (efter det spanske af villegas)	Samlede digte	1769	1826
grundtvig11val_workid125367	 N.F.S. Grundtvig	Herren af søvne opvaagned, opsprang	SAMLET UDGAVE	1783	1872
brorson02val_workid139123	 Hans Adolph Brorson	O gud, som tiden vender	Samlede skrifter	1694	1764
bording01val_workid96437	 Anders Bording	Om skønt ey nogen kand paa jorden her opstige	Digte	1619	1677
grundtvig12val_workid75152	 N.F.S. Grundtvig	Ved susaaen.	SAMLET UDGAVE	1783	1872
hauch03val_workid84558	 Carsten Hauch	Sangfuglen	UDVALGTE SKRIFTER III	1790	1872
hauch03val_workid87226	 Carsten Hauch	Afsked fra verden	UDVALGTE SKRIFTER III	1790	1872
munp2_workid65333	 Gustaf Munch-Petersen	Ångesten	samlede skrifter II	1912	1938
plough01_workid63201	 Carl Ploug	Til johanne louise heiberg	SAMLEDE DIGTE	1813	1894
stuckenberg02_workid77976	 Viggo Stuckenberg	Ak, hvad er det hele	SAMLEDE VÆRKER	1863	1905
claussen08val_workid62265	 Sophus Claussen	Paa rosenborg, der vil i jer forsamle	Lyrik VI	1865	1931
kingo04val_workid79131	 Thomas Kingo	Et bryllup giordes paa dend tid	Samlede Skrifter 4	1634	1703
worm01val_workid100859	 Jacob Worms	Til grevinde sophia amalia moth	SKRIFTER	1642	1693
munp1_workid62499	 Gustaf Munch-Petersen	Aften	samlede skrifter I	1912	1938
brandesed_12_workid54088	 Edvard Brandes	En politiker	KÆRLIGHED SKUESPIL	1847	1931
aare03val_workid74250	 Emil Aarestrup	I gravcapellet	Aarestrup vol 3	1800	1856
richardt02_workid100029	 Christian Richardt	Somrens farvel.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
munp2_workid60923	 Gustaf Munch-Petersen	The foreboding	samlede skrifter II	1912	1938
richardt02_workid68334	 Christian Richardt	Piger paa engen.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
richardt01_workid62587	 Christian Richardt	Det er efteraar	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
richardt02_workid73687	 Christian Richardt	Ved aften.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
jacob04val_workid65516	 J.P. Jacobsen	Barnerim	Samlede Værker IV	1847	1885
baggesen02val_workid57401	 Jens Baggesen	Historien indtil syndfloden	Riimbreve og Epistler	1764	1826
wintherchr01val_workid98607	 Christian Winther	I skovens høisale falken graa	Poetiske Skrifter 1	1796	1876
brorson02val_workid124751	 Hans Adolph Brorson	Min brudgom, den liflige, skiønne og søde	Samlede skrifter	1694	1764
michs_03_workid68889	 Sophus Michaëlis	Nat	SOLBLOMSTER	1865	1932
richardt01_workid62938	 Christian Richardt	Æblerne.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
hertz09_lev_workid72845	 Henrik Hertz	Sang ved den sidste concert i studenter-foreningen d. 2den mai 1832	Digte fra forskjellige Perioder	1798	1870
richardt01_workid77172	 Christian Richardt	Skjærsommer.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
oehl01val_workid72714	 Adam Oehlenschläger	Overgang	POETISKE SKRIFTER I	1779	1850
kingo01val_workid89209	 Thomas Kingo	Gravskrift over rasmus schiøller 1690	Samlede Skrifter 1	1634	1703
blich06_workid55512	 Steen Steensen Blicher	Fjorten dage i jylland	Udvalgte Værker	1782	1848
claussen05val_workid56087	 Sophus Claussen	Paa de gamle steder	Lyrik III	1865	1931
kaalund01_workid86970	 H. V. Kaalund	Da de rev voldene ned.	SAMLEDE DIGTE	1818	1885
kaalund01_workid57054	 H. V. Kaalund	Efemer-glæden.	SAMLEDE DIGTE	1818	1885
aarestrup07val_workid71312	 Emil Aarestrup	Midnatsscene (dk)	Udvalgte digte	1800	1856
boedtcher01_workid90627	 Ludvig Bødtcher	Sangfuglen	SAMLEDE DIGTE	1793	1874
plough01_workid74303	 Carl Ploug	Grundloven [1]	SAMLEDE DIGTE	1813	1894
kingo01val_workid99637	 Thomas Kingo	Nytaarsønske til grev reventlou 1703	Samlede Skrifter 1	1634	1703
hertz11_lev_workid60673	 Henrik Hertz	Afskrift af knud sjællandsfars i paradis skrevne testemente,	Digte fra forskellige Perioder	1798	1870
andersenhc08val_workid54101	 Hans Christian Andersen	Improvisatoren	Lykke-Peer	1805	1875
michs_03_workid56257	 Sophus Michaëlis	Erindring	SOLBLOMSTER	1865	1932
stuckenberg02_workid91411	 Viggo Stuckenberg	Florenz	SAMLEDE VÆRKER	1863	1905
grundtvig11val_workid63416	 N.F.S. Grundtvig	Den signede dag, som vi nu seer	SAMLET UDGAVE	1783	1872
michs_01_workid56920	 Sophus Michaëlis	Sommerdag	DIGTE	1865	1932
hcaeventyr04val_workid97778	 Hans Christian Andersen	Skrubtudsen	Eventyr IV	1805	1875
drachmann01_workid62179	 Holger Drachmann	Engelske socialister	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
stub01val_workid60392	 Ambrosius Stub	Modersorg.	Digte	1705	1758
aare03val_workid56564	 Emil Aarestrup	Digte 1838	Aarestrup vol 3	1800	1856
stub02val_workid64048	 Ambrosius Stub	Lyksalig endte da! min frelser sine dage	Digte	1705	1758
drachmann01_workid59904	 Holger Drachmann	Digte	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
kingo09val_workid88100	 Thomas Kingo	O store gud og herre (dk)	Digtning i udvalg	1634	1703
aare04val_workid58566	 Emil Aarestrup	Kom, gudsengel, stille død	Samlede Skrifter IV	1800	1856
aare02val_workid55755	 Emil Aarestrup	Christi himmelfartsdag.	Samlede Skrifter II	1800	1856
claussen11val_workid62056	 Sophus Claussen	Digtervise	Lyrik IX:1	1865	1931
michs_03_workid61618	 Sophus Michaëlis	Søvnløs	SOLBLOMSTER	1865	1932
stub01val_workid60176	 Ambrosius Stub	Bestandighed er rar	Digte	1705	1758
richardt01_workid87152	 Christian Richardt	Foraarsvise. [til skoven gik der bud paa bud]	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
kingo03val_workid98064	 Thomas Kingo	Vaag op og slaa paa dine strenge	Samlede Skrifter 3	1634	1703
boedtcher01_workid88071	 Ludvig Bødtcher	Til christian agerskov	SAMLEDE DIGTE	1793	1874
ewald02dkval_workid69464	 Johannes Ewald	Natte-tanker (dk)	Udvalgte digte	1743	1781
wintherchr01val_workid59930	 Christian Winther	Naar kommer høsten	Poetiske Skrifter 1	1796	1876
plough01_workid101047	 Carl Ploug	Et kys	SAMLEDE DIGTE	1813	1894
munp1_workid71298	 Gustaf Munch-Petersen	Santo cacopardi	samlede skrifter I	1912	1938
jacobjp06val_workid54104	 J.P. Jacobsen	Niels lyhne	Niels Lyhne	1847	1885
ewald02dkval_workid71685	 Johannes Ewald	Død og dom (dk)	Udvalgte digte	1743	1781
staffeldt01val_workid90729	 Schack von Staffeldt	Den gode skuespiller	Samlede digte	1769	1826
ewald05val_workid73227	 Johannes Ewald	Tanker ved graven af den unge jens sanderschov (1777)	Samlede skrifter	1743	1781
richardt02_workid71032	 Christian Richardt	Siciliansk sommernat	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
bording01val_workid100885	 Anders Bording	Saa bold som rosen er: saa kort en tjd den hafver	Digte	1619	1677
stuckenberg02_workid59371	 Viggo Stuckenberg	Paa molen	SAMLEDE VÆRKER	1863	1905
michs_05_workid54754	 Sophus Michaëlis	Athena lemnia	LIVETS FEST	1865	1932
boedtcher01_workid83847	 Ludvig Bødtcher	Stambogsblad	SAMLEDE DIGTE	1793	1874
wied01val_workid81475	 Gustav Wied	Den yderste termin	Romaner Noveller Skuespil 1	1858	1914
aakjaer02val_workid63552	 Jeppe Aakjær	Humlebo.	SAMLEDE VÆRKER II	1866	1930
blich07_workid82504	 Steen Steensen Blicher	Forslag til redningshuse for faldne piger	Udvalgte Værker	1782	1848
hertz09_lev_workid55621	 Henrik Hertz	Englene ved korset	Digte fra forskjellige Perioder	1798	1870
boedtcher01_workid76936	 Ludvig Bødtcher	Himlen aaben	SAMLEDE DIGTE	1793	1874
aakjaer02val_workid92952	 Jeppe Aakjær	Filantropen. (h. heine.)	SAMLEDE VÆRKER II	1866	1930
aarestrup07val_workid57345	 Emil Aarestrup	Den 14de november til oehlenschläger (dk)	Udvalgte digte	1800	1856
grundtvig11val_workid140506	 N.F.S. Grundtvig	Hører, i, som græde	SAMLET UDGAVE	1783	1872
kaalund01_workid78881	 H. V. Kaalund	Stormen.	SAMLEDE DIGTE	1818	1885
kingo01val_workid80628	 Thomas Kingo	Gravskrift over helvig didrichs daatter draguns, g. m. karsten atke 1674	Samlede Skrifter 1	1634	1703
aarestrup07val_workid75297	 Emil Aarestrup	Der er en trolddom paa din læbe ... (dk)	Udvalgte digte	1800	1856
grundtvig03val_workid125662	 N.F.S. Grundtvig	Danne-virke iv	UDVALGTE SKRIFTER	1783	1872
grundtvig08val_workid58744	 N.F.S. Grundtvig	Den latinske stil. (et skole-program.)	UDVALGTE SKRIFTER	1783	1872
aare02val_workid65032	 Emil Aarestrup	Hvilke spaltninger og ridser	Samlede Skrifter II	1800	1856
aare02val_workid62021	 Emil Aarestrup	Din følelse er aske	Samlede Skrifter II	1800	1856
